Frame,Person1_left_shoulder_x,Person1_left_shoulder_y,Person1_right_shoulder_x,Person1_right_shoulder_y,Person1_left_elbow_x,Person1_left_elbow_y,Person1_right_elbow_x,Person1_right_elbow_y,Person1_left_wrist_x,Person1_left_wrist_y,Person1_right_wrist_x,Person1_right_wrist_y,Person1_left_hip_x,Person1_left_hip_y,Person1_right_hip_x,Person1_right_hip_y,Person1_left_knee_x,Person1_left_knee_y,Person1_right_knee_x,Person1_right_knee_y,Person1_left_ankle_x,Person1_left_ankle_y,Person1_right_ankle_x,Person1_right_ankle_y,Person2_left_shoulder_x,Person2_left_shoulder_y,Person2_right_shoulder_x,Person2_right_shoulder_y,Person2_left_elbow_x,Person2_left_elbow_y,Person2_right_elbow_x,Person2_right_elbow_y,Person2_left_wrist_x,Person2_left_wrist_y,Person2_right_wrist_x,Person2_right_wrist_y,Person2_left_hip_x,Person2_left_hip_y,Person2_right_hip_x,Person2_right_hip_y,Person2_left_knee_x,Person2_left_knee_y,Person2_right_knee_x,Person2_right_knee_y,Person2_left_ankle_x,Person2_left_ankle_y,Person2_right_ankle_x,Person2_right_ankle_y,Diff_left_shoulder_x,Diff_left_shoulder_y,Diff_right_shoulder_x,Diff_right_shoulder_y,Diff_left_elbow_x,Diff_left_elbow_y,Diff_right_elbow_x,Diff_right_elbow_y,Diff_left_wrist_x,Diff_left_wrist_y,Diff_right_wrist_x,Diff_right_wrist_y,Diff_left_hip_x,Diff_left_hip_y,Diff_right_hip_x,Diff_right_hip_y,Diff_left_knee_x,Diff_left_knee_y,Diff_right_knee_x,Diff_right_knee_y,Diff_left_ankle_x,Diff_left_ankle_y,Diff_right_ankle_x,Diff_right_ankle_y,Angle_left_shoulder_left_elbow_left_wrist_P1,Angle_left_shoulder_left_elbow_left_wrist_P2,Angle_right_shoulder_right_elbow_right_wrist_P1,Angle_right_shoulder_right_elbow_right_wrist_P2,Angle_left_hip_left_shoulder_left_elbow_P1,Angle_left_hip_left_shoulder_left_elbow_P2,Angle_right_hip_right_shoulder_right_elbow_P1,Angle_right_hip_right_shoulder_right_elbow_P2,Angle_left_hip_left_knee_left_ankle_P1,Angle_left_hip_left_knee_left_ankle_P2,Angle_right_hip_right_knee_right_ankle_P1,Angle_right_hip_right_knee_right_ankle_P2,Angle_left_shoulder_left_hip_left_knee_P1,Angle_left_shoulder_left_hip_left_knee_P2,Angle_right_shoulder_right_hip_right_knee_P1,Angle_right_shoulder_right_hip_right_knee_P2,Label,Label_Simplified,Device
frame_0006,0.2454368770122528,0.4079286754131317,0.3200806975364685,0.4103275835514068,0.2793830037117004,0.4627426266670227,0.3562411963939667,0.4709556102752685,0.3162003457546234,0.407323807477951,0.3664168417453766,0.4322830736637115,0.2694341242313385,0.572983980178833,0.3214493691921234,0.5672042965888977,0.2532693445682525,0.6905880570411682,0.3708014488220215,0.676674485206604,0.2366839945316314,0.8149010539054871,0.3829773068428039,0.796513020992279,0.5503044724464417,0.3958168029785156,0.4573619961738586,0.3890784680843353,0.5669648051261902,0.4593318104743957,0.4148947298526764,0.4461037814617157,0.5351297855377197,0.4217570722103119,0.4327583312988281,0.4027004539966583,0.5347306132316589,0.5406127572059631,0.4824131727218628,0.5398173928260803,0.5558658242225647,0.6423635482788086,0.4492350220680237,0.6395467519760132,0.5585750341415405,0.7305265069007874,0.425900399684906,0.7371417284011841,0.3048675954341888,0.012111872434616,0.1372812986373901,0.0212491154670715,0.2875818014144897,0.0034108161926269,0.0586535334587097,0.0248518288135528,0.2189294397830963,0.0144332647323608,0.0663414895534515,0.0295826196670532,0.2652964890003204,0.0323712229728698,0.1609638035297393,0.0273869037628173,0.3025964796543121,0.0482245087623596,0.0784335732460022,0.0371277332305908,0.321891039609909,0.0843745470046997,0.042923092842102,0.0593712925910949,65.36778489366704,25.57490607288082,45.55491417556959,14.304686665290893,23.49759476899893,20.836852948569497,30.31334062293849,46.11108950756657,179.772987978358,170.02576576845684,161.53434739783776,175.04542945407732,163.90146522300287,162.1266671043582,156.23274339354603,152.16294979839037,not_engaged,not_engaged,a13
frame_0007,0.2472863793373108,0.4059751331806183,0.3180199861526489,0.4140079617500305,0.2715690732002258,0.457229346036911,0.3478212356567383,0.4800388813018799,0.3119938969612121,0.3964224457740783,0.3752220869064331,0.4475582838058471,0.2699626982212066,0.5719685554504395,0.3194091916084289,0.568080723285675,0.2534258961677551,0.6892330646514893,0.3692657351493835,0.6772781610488892,0.2375222295522689,0.813348650932312,0.3817215263843536,0.7963561415672302,0.5630338191986084,0.405039519071579,0.4681160748004913,0.4012881517410278,0.5695193409919739,0.4679285585880279,0.4368662238121032,0.4655876159667969,0.5286315679550171,0.4238723218441009,0.4528015255928039,0.4278677701950073,0.5419926643371582,0.5466617345809937,0.4894743263721466,0.5449663400650024,0.5616241097450256,0.6443670988082886,0.4529423713684082,0.6376098990440369,0.5585659742355347,0.7261520624160767,0.4268293082714081,0.7341221570968628,0.3157474398612976,0.0009356141090393,0.1500960886478424,0.0127198100090026,0.297950267791748,0.0106992125511169,0.0890449881553649,0.014451265335083,0.2166376709938049,0.0274498760700225,0.0775794386863708,0.0196905136108398,0.2720299661159515,0.0253068208694458,0.1700651347637176,0.0231143832206726,0.3081982135772705,0.0448659658432006,0.0836766362190246,0.0396682620048522,0.3210437446832657,0.0871965885162353,0.0451077818870544,0.0622339844703674,58.96639612456921,36.97592754929536,64.44193947470644,3.017636751787555,17.571168050239468,14.33864935461318,23.774138121961805,34.37527051796461,179.27486137191943,166.4976905353042,161.43140157077923,173.61915813003034,164.19399322184086,160.18836487175403,155.97646287777548,150.02399668557808,not_engaged,not_engaged,a13
frame_0008,0.2454457879066467,0.4083094000816345,0.3275623023509979,0.4167334139347076,0.2676182091236114,0.4569396078586578,0.3587905168533325,0.487300843000412,0.3093742728233337,0.3939423561096191,0.3720040321350097,0.4560241997241974,0.2676612138748169,0.5757465958595276,0.3220306634902954,0.572581946849823,0.2526702582836151,0.6893906593322754,0.3680195212364197,0.6780643463134766,0.2378337681293487,0.8118115663528442,0.383694589138031,0.8001137375831604,0.5676106810569763,0.40717613697052,0.4766040742397308,0.4110227227210998,0.5675025582313538,0.4594272971153259,0.4511788785457611,0.4767628908157348,0.5243271589279175,0.4262073040008545,0.4605166018009186,0.4402585029602051,0.5481566190719604,0.5527074933052063,0.4937388896942138,0.5486323237419128,0.5636897087097168,0.6498449444770813,0.4540707767009735,0.640012800693512,0.5571498274803162,0.7316240668296814,0.4298534393310547,0.7334256768226624,0.3221648931503296,0.0011332631111145,0.1490417718887329,0.0057106912136077,0.2998843491077423,0.002487689256668,0.0923883616924285,0.0105379521846771,0.2149528861045837,0.0322649478912353,0.0885125696659088,0.0157656967639923,0.2804954051971435,0.0230391025543212,0.1717082262039184,0.0239496231079101,0.3110194504261017,0.039545714855194,0.0860512554645538,0.0380515456199646,0.3193160593509674,0.0801874995231628,0.0461588501930236,0.066688060760498,58.04746074189446,52.54317729144547,46.77354521092898,6.795683508762979,16.952291567801275,7.495376270553006,25.903619383730405,28.241918836748777,179.39553178910543,166.34262651503698,163.76202574857794,171.06840172071978,164.92760183152689,163.30090547071703,154.41068347902916,149.43661571352035,not_engaged,not_engaged,a13
frame_0009,0.2521297335624695,0.4102781414985657,0.32871875166893,0.4173589050769806,0.2735551595687866,0.4703038036823272,0.3508988618850708,0.4912888705730438,0.3162493109703064,0.4142074584960937,0.3700316250324249,0.4556056559085846,0.2685969769954681,0.5797733068466187,0.3205098211765289,0.5762880444526672,0.2482033371925354,0.6913805603981018,0.3726426959037781,0.6791738271713257,0.2336804568767547,0.8152953386306763,0.3824572563171386,0.8028097152709961,0.5700358748435974,0.4119679629802704,0.4795084297657013,0.4159932136535644,0.5730758309364319,0.472729742527008,0.4587804973125458,0.4909294247627258,0.5299089550971985,0.4307553172111511,0.4665069878101349,0.4505551159381866,0.552858293056488,0.553787887096405,0.498763233423233,0.5512366890907288,0.5678815245628357,0.653296709060669,0.4528410732746124,0.6374546885490417,0.5612342357635498,0.725071132183075,0.4266341626644134,0.730096697807312,0.3179061412811279,0.0016898214817047,0.1507896780967712,0.0013656914234161,0.2995206713676452,0.0024259388446807,0.1078816354274749,0.0003594458103179,0.2136596441268921,0.0165478587150573,0.0964753627777099,0.0050505399703979,0.2842613160610199,0.0259854197502136,0.1782534122467041,0.0250513553619384,0.3196781873703003,0.0380838513374328,0.0801983773708343,0.0417191386222839,0.327553778886795,0.0902242064476013,0.0441769063472747,0.072713017463684,56.91766250992341,42.93824484575549,44.89953128484949,4.628064575318043,14.094266366866222,9.770327157903766,19.656827078733876,23.564680061773377,176.3293675511661,166.12339618738258,157.66716007594303,167.75430626422838,164.095630147096,164.5085059399125,150.17159367448485,143.85613852322624,not_engaged,not_engaged,a13
frame_0010,0.254656970500946,0.4062741994857788,0.3335486650466919,0.4149085879325866,0.2643123567104339,0.4742112457752228,0.3549020290374756,0.4921005368232727,0.3240366280078888,0.444801926612854,0.3881584107875824,0.4725733995437622,0.2708191573619842,0.5760748982429504,0.3220556080341339,0.5721982717514038,0.2502985000610351,0.6888817548751831,0.3757067918777466,0.6791741251945496,0.2364976108074188,0.8110189437866211,0.3847301602363586,0.8009555339813232,0.5714041590690613,0.4127006828784942,0.4801348447799682,0.418022483587265,0.571116030216217,0.4741660952568054,0.4631807208061218,0.4858356416225433,0.5306628346443176,0.4283029437065124,0.4727564454078674,0.4460608065128326,0.5542381405830383,0.551811695098877,0.4997910857200622,0.5484035611152649,0.5714682340621948,0.6491637229919434,0.452942430973053,0.6309155821800232,0.5595390796661377,0.7232103943824768,0.426845371723175,0.7251050472259521,0.3167471885681152,0.0064264833927154,0.1465861797332763,0.0031138956546783,0.3068036735057831,4.51505184173584e-05,0.1082786917686462,0.0062648952007293,0.2066262066364288,0.0164989829063415,0.084598034620285,0.0265125930309295,0.2834189832210541,0.0242632031440734,0.1777354776859283,0.0237947106361389,0.3211697340011596,0.0397180318832397,0.0772356390953064,0.0482585430145263,0.3230414688587188,0.0878085494041442,0.0421152114868164,0.0758504867553711,71.87237580688497,41.682206875596336,75.04271033412786,0.5006403748915598,2.65163142400812,6.766040919077823,19.642011134137004,22.61025005719813,176.1368708623938,160.81140327284444,157.60261518210115,165.89941444395674,164.25286047596194,162.92867753462835,149.18590069991873,141.83962399798588,not_engaged,not_engaged,a13
frame_0011,0.2589835226535797,0.4071224331855774,0.3424622416496277,0.4159581363201141,0.2692484557628631,0.4683486521244049,0.3588221967220306,0.4905935525894165,0.3264444172382355,0.4278764426708221,0.3958481550216675,0.4598150551319122,0.2756973206996918,0.5760782957077026,0.3265560567378998,0.5730438828468323,0.2511442899703979,0.6918307542800903,0.3716998696327209,0.6793224811553955,0.2346798628568649,0.8151559829711914,0.3834573626518249,0.8011915683746338,0.5709089040756226,0.4099493622779846,0.4773620665073395,0.4125042259693146,0.5689821243286133,0.4635462462902069,0.4482300579547882,0.4727030992507934,0.5234040021896362,0.4274743795394897,0.468064934015274,0.4266448616981506,0.5549258589744568,0.5531923770904541,0.4988234341144562,0.5514978170394897,0.574658989906311,0.6460505127906799,0.4549530148506164,0.6351232528686523,0.5617961287498474,0.7187203168869019,0.4283252656459808,0.7246178388595581,0.3119253814220428,0.0028269290924072,0.1348998248577118,0.0034539103507995,0.2997336685657501,0.0048024058341979,0.0894078612327575,0.017890453338623,0.1969595849514007,0.0004020631313323,0.0722167789936065,0.0331701934337616,0.279228538274765,0.0228859186172485,0.1722673773765564,0.0215460658073425,0.3235146999359131,0.0457802414894104,0.0832531452178955,0.0441992282867431,0.3271162658929825,0.0964356660842895,0.0448679029941558,0.0765737295150756,64.23400040510127,53.69973819485844,62.62793073671508,2.524688676659045,3.8679073983484114,4.307857499685181,18.14554411688076,34.60117157194366,175.62837241571472,157.96501402282732,162.49637479869193,168.88779017680187,162.37456479656493,161.63591796039623,151.20379074602903,143.54075559416407,not_engaged,not_engaged,a13
frame_0012,0.2625046372413635,0.4052329659461975,0.3449708819389343,0.4169528186321258,0.2749845385551452,0.4566214978694916,0.3597031831741333,0.4946105182170868,0.3232706189155578,0.4120527803897857,0.3877681195735931,0.4705082774162292,0.2768938541412353,0.5764688849449158,0.3289094567298889,0.5739056468009949,0.255433440208435,0.6917081475257874,0.3789949119091034,0.6817967295646667,0.2393321990966797,0.8156678080558777,0.3841567635536194,0.8010069727897644,0.5642153024673462,0.4017423093318939,0.4737529754638672,0.4019985496997833,0.5682885646820068,0.4499100148677826,0.4365163445472717,0.4515566825866699,0.5167996883392334,0.4091081321239471,0.4457401633262634,0.4178217649459839,0.54458087682724,0.552232027053833,0.4919174313545227,0.547703206539154,0.5688195824623108,0.64044189453125,0.4530986249446869,0.6359472274780273,0.5612847208976746,0.7254310846328735,0.4232721030712127,0.7313903570175171,0.3017106652259826,0.0034906566143035,0.1287820935249328,0.0149542689323425,0.2933040261268616,0.0067114830017089,0.0768131613731384,0.0430538356304168,0.1935290694236755,0.0029446482658386,0.0579720437526702,0.0526865124702453,0.2676870226860046,0.0242368578910827,0.1630079746246338,0.0262024402618408,0.3133861422538757,0.0512662529945373,0.0741037130355835,0.0458495020866394,0.3219525218009949,0.0902367234230041,0.0391153395175933,0.0696166157722473,60.94280293638895,46.771591247082895,60.08575857233449,21.62811993834949,8.846871951510614,12.26707417654085,16.584728607507774,44.026390858823056,176.85170977826678,159.56881899956437,157.57759815958718,173.6094857133284,164.64757318389186,157.2018236688332,149.25531695993428,149.14897526749434,not_engaged,not_engaged,a13
frame_0019,0.2852385342121124,0.4089265465736389,0.3706585466861725,0.4257729053497314,0.2910784482955932,0.4536514282226562,0.3883248567581177,0.486954003572464,0.3356212377548218,0.4164575040340423,0.3812347948551178,0.4579589962959289,0.2817139029502868,0.5737738609313965,0.3355245590209961,0.5715892910957336,0.2592790424823761,0.6889176964759827,0.3851258456707001,0.6769288778305054,0.2343206256628036,0.8186662197113037,0.382457435131073,0.7995537519454956,0.5510066747665405,0.3987508416175842,0.4619026184082031,0.3888660967350006,0.5650120377540588,0.4603877663612366,0.4306255280971527,0.4515592455863952,0.5349831581115723,0.4150830507278442,0.4314297437667846,0.4379811286926269,0.527649462223053,0.5372214317321777,0.4754090309143066,0.5381849408149719,0.5537010431289673,0.6285852193832397,0.4426062405109405,0.6375737190246582,0.5610496997833252,0.714232861995697,0.4251362383365631,0.7340533137321472,0.2657681405544281,0.0101757049560546,0.0912440717220306,0.0369068086147308,0.2739335894584656,0.0067363381385803,0.042300671339035,0.0353947579860687,0.1993619203567505,0.0013744533061981,0.0501949489116668,0.019977867603302,0.2459355592727661,0.0365524291992187,0.1398844718933105,0.0334043502807617,0.2944220006465912,0.0603324770927429,0.0574803948402404,0.0393551588058471,0.3267290741205215,0.1044333577156066,0.0426788032054901,0.0655004382133483,57.57685212356228,20.73563183104083,2.365573661173345,23.12462622362677,8.664125417859111,22.37610923106517,29.653318786324576,31.68276552074938,179.86292311933667,168.98899216027377,153.53904202284627,171.99837326257008,170.1993749955806,154.51044487967667,141.23863105513192,156.56623547350276,not_engaged,not_engaged,a13
frame_0020,0.2879806160926819,0.4162870049476623,0.3668654859066009,0.4282326102256775,0.2872933447360992,0.4746781289577484,0.3748248517513275,0.5001980066299438,0.3320643603801727,0.4591239094734192,0.38045534491539,0.4938510060310364,0.2792319059371948,0.5780016183853149,0.3322336375713348,0.5783869624137878,0.2573323547840118,0.6890724897384644,0.3881338834762573,0.6731629371643066,0.2338198721408844,0.8202904462814331,0.3841413855552673,0.8006746768951416,0.5573985576629639,0.4052888751029968,0.4657489657402038,0.4044706225395202,0.5664752125740051,0.4675620496273041,0.4388278424739837,0.4733835756778717,0.5314896106719971,0.4320648908615112,0.4551725685596466,0.4370032548904419,0.5359635949134827,0.5449997186660767,0.4826947152614593,0.5435132384300232,0.5595044493675232,0.6325163245201111,0.4476591646671295,0.6354705095291138,0.5615506768226624,0.7169666886329651,0.4222924411296844,0.7324861288070679,0.269417941570282,0.0109981298446655,0.0988834798336029,0.0237619876861572,0.2791818678379059,0.0071160793304443,0.0640029907226562,0.0268144309520721,0.1994252502918243,0.0270590186119079,0.0747172236442565,0.0568477511405944,0.2567316889762878,0.0330018997192382,0.1504610776901245,0.0348737239837646,0.3021720945835113,0.0565561652183532,0.0595252811908721,0.0376924276351928,0.3277308046817779,0.103323757648468,0.0381510555744171,0.0681885480880737,70.16754743723546,36.291384471026376,47.8878376560508,2.854833308767245,2.422317210335081,17.01529463861469,19.29893388417353,28.2869288991056,179.0050263412465,166.33252208084343,147.6738866819847,173.7963587603671,171.94287301001006,156.22200135568386,136.47960232412487,152.1946254972173,not_engaged,not_engaged,a13
frame_0021,0.2858408391475677,0.4219720065593719,0.3691693544387817,0.4378913342952728,0.2871245443820953,0.4675049185752868,0.372253954410553,0.5153395533561707,0.3388641476631164,0.4342700839042663,0.3814811706542969,0.5063483715057373,0.2774642705917358,0.5839512348175049,0.33098304271698,0.583351731300354,0.2519334256649017,0.6913546323776245,0.3854535520076751,0.6785848140716553,0.234992116689682,0.8179706335067749,0.3810684084892273,0.8022386431694031,0.5632294416427612,0.4069310426712036,0.4727431535720825,0.420266330242157,0.5673792958259583,0.4617333710193634,0.4555003643035888,0.4932646155357361,0.5239867568016052,0.4226687252521515,0.4677098989486694,0.453173965215683,0.5465880036354065,0.5460994243621826,0.4939729869365692,0.5423134565353394,0.5656396746635437,0.6395029425621033,0.4543345272541046,0.6337472200393677,0.5566449761390686,0.7255467772483826,0.426438570022583,0.7282469272613525,0.2773886024951935,0.0150409638881683,0.1035737991333007,0.0176250040531158,0.2802547514438629,0.0057715475559234,0.0832464098930358,0.0220749378204345,0.1851226091384887,0.0116013586521148,0.0862287282943725,0.0531744062900543,0.2691237330436706,0.0378518104553222,0.1629899442195892,0.0410382747650146,0.3137062489986419,0.0518516898155212,0.0688809752464294,0.0448375940322876,0.3216528594493866,0.0924238562583923,0.0453701615333557,0.0739917159080505,58.90032367097094,43.67409693775746,48.02303777174106,3.647886599865597,4.575254825024016,11.149324897619532,16.99015889633492,23.157874020482573,174.2493527468409,162.50361862102028,148.20068651002958,173.00865523102004,169.58874877756543,161.65250737535405,135.52232546160522,146.69451174588608,not_engaged,not_engaged,a13
